protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
7,-5,0,1,-29,22,-13,14,-3
-8,25,-38,-103,-123,-98,-60,-32,-437
6,13,-13,-53,-34,-59,-28,11,-157
16,-16,-15,-40,-51,2,-40,72,-72
24,22,-35,-83,-79,-77,-53,-59,-340
-38,10,-12,-60,-26,-12,-40,-3,-181
-5,13,-44,-185,-140,-109,-83,-38,-591
13,-1,-1,-27,-51,-36,-31,18,-116
-35,-14,-28,-72,-55,-14,-46,17,-247
6,5,-34,-67,-33,-24,-73,5,-215
-9,19,-13,-41,-38,-34,-33,-12,-161
0,8,-14,-9,-38,-32,-30,-4,-119
-19,-3,-34,-57,-70,-37,-56,-22,-298
-18,-3,-24,-51,-52,-25,-45,-10,-228
-32,24,-38,-71,-97,-33,-58,3,-302
-1,13,-24,-37,-48,-43,-40,-11,-191
-6,-17,-19,-35,-82,-62,-54,-23,-298
-25,26,-32,-60,-45,-27,-58,-11,-232
17,25,-15,-29,-65,-59,-58,-45,-229
-12,19,-12,-27,-45,-15,-31,10,-113
-8,0,-19,-28,-42,-32,-36,-24,-189
-51,-26,-46,-97,-42,-35,-37,-20,-354
-27,19,-53,-101,-65,-38,-55,-17,-337
-29,-29,-57,-120,-101,-57,-62,32,-423
-5,-15,-20,-32,-61,-28,-46,-11,-218
-7,10,-25,-59,-87,-40,-37,-17,-262
-20,17,-14,-99,-89,-63,-75,-26,-369
25,-3,-28,-60,-82,-60,-68,-37,-313
-21,10,-8,-42,-31,-21,-30,0,-143
-20,-12,-16,-68,-71,-2,-45,4,-230
-41,-26,-26,-88,-45,-10,-40,29,-247
5,23,0,-50,-14,2,-42,19,-57
-16,-1,-27,-50,-73,-28,-45,-14,-254
-9,9,-27,-20,-34,-13,-15,-4,-113
45,13,38,-24,-32,4,-15,59,88
13,11,10,-30,-53,-27,-7,10,-73
1,1,-1,-23,-44,-13,-22,9,-92
18,23,14,-2,-44,-31,5,-14,-31
-2,49,-77,-82,-77,8,-4,10,-175
57,25,-13,-15,-103,-47,-67,-62,-225
-35,-2,-29,-78,-53,-46,-54,-18,-315
-15,15,-19,-42,-23,-32,-22,-4,-142
73,-45,47,4,-70,-26,-55,50,-22
59,-11,-23,-58,-209,-143,-112,-42,-539
-15,6,-28,-108,-183,-120,-82,-64,-594
-46,2,-44,-60,-14,6,-31,-10,-197
-17,27,-41,-78,-96,-76,-82,-40,-403
-16,-5,-16,-40,-42,-12,-33,20,-144
4,16,-43,-99,-59,-101,-75,-50,-407
-30,2,-50,-96,-76,-37,-67,-44,-398
0,15,-11,-77,-85,-11,-47,20,-196
71,23,15,-1,-82,14,-68,-1,-29
21,8,-8,-69,-75,-13,-45,-8,-189
15,7,6,2,-25,-5,-40,15,-25
-11,33,-29,-63,-10,-34,-3,-33,-150
11,2,-25,-29,-87,-30,-53,-22,-233
-32,-32,-58,-84,-85,-63,-86,-26,-466
5,2,-79,-194,-257,-202,-183,-128,-1036
-44,-3,-14,-101,-64,-42,-67,5,-330
12,6,-11,-9,-13,9,7,-7,-6
16,6,-26,-14,-55,-17,-4,-21,-115
-6,-3,-17,-43,-78,-35,-33,0,-215
6,16,-50,-60,-76,-44,-51,-64,-323
7,-8,-16,-27,-69,-43,-60,-9,-225
-6,-1,-21,-40,-54,-38,-46,-18,-224
-118,-97,-108,-242,-253,-64,-122,-53,-1057
-19,-7,-43,-51,-62,-33,-42,-24,-281
-6,-3,-22,-65,-88,-78,-67,-41,-370
-15,-32,-42,-54,-137,-59,-67,-17,-423
-36,10,-43,-74,-34,-12,-33,-15,-237
-23,-9,-38,-58,-74,-4,-47,-31,-284
-26,-3,-31,-72,-85,-30,-44,55,-236
-16,-7,-15,-112,-148,-89,-53,35,-405
4,-7,-9,-36,-62,-35,-23,-9,-177
-29,-1,-44,-118,-49,-56,-67,-11,-375
-7,-7,-40,-61,-53,-49,-66,-57,-340
-4,13,-21,-21,-34,7,-13,1,-72
9,-24,-51,-98,-135,-117,-99,-103,-618
-32,-22,-26,-64,-58,-21,-30,-7,-260
49,5,-40,-88,-93,-111,-96,-108,-482
28,11,-47,-109,-91,-85,-77,-99,-469
-16,2,-8,-37,-38,-28,-42,-18,-185
26,27,-35,-55,-121,-94,-72,-85,-409
-10,25,-54,-118,-144,-44,-83,-57,-485
-1,0,0,-20,-73,-46,-32,-14,-186
-17,11,-27,-67,-83,-65,-51,-5,-304
1,-4,-30,3,-57,-12,-32,-6,-137
-30,-2,-29,-52,-39,-41,-44,-17,-254
-7,5,-56,-189,-150,-136,-93,-52,-678
-5,10,-40,-62,-29,-4,-31,-1,-162
5,0,-22,-35,-9,13,0,26,-22
-11,-2,-38,-71,-82,-100,-74,-38,-416
-7,-3,-12,-42,-53,-50,-52,-29,-248
17,3,-7,-53,-168,-110,-87,-45,-450
9,18,-20,-22,-26,-27,-26,-5,-99
-32,-3,-31,-64,-60,-4,-39,7,-226
-1,16,-16,-26,-16,-12,-27,3,-79
-40,-25,-43,-58,-42,-10,-30,-16,-264
-6,17,-42,-51,-85,-49,-42,-16,-274
-27,-20,-19,-74,-31,-13,-11,5,-190
9,8,-46,-93,-122,-37,-97,-43,-421
-24,-19,1,-24,-81,-3,-49,49,-150
8,-16,-27,-40,-93,-43,-48,-13,-272
-43,-20,-42,-71,-87,-36,-47,-9,-355
12,0,-14,-53,-95,-65,-39,-23,-277
-1,2,-28,-36,-68,-33,-46,-13,-223
-18,15,-45,-60,-38,-32,-63,-43,-284
-6,-1,-20,-41,-78,-58,-44,-12,-260
26,42,27,24,8,31,-11,72,219
13,-30,-13,-52,-52,-9,-44,44,-143
-3,12,-29,-58,-10,-27,-43,1,-157
-10,12,-28,-49,-30,2,-42,12,-133
21,23,-5,-12,-34,1,-13,-4,-23
-20,-21,-25,-74,-136,-45,-51,-17,-389
-2,38,-60,-170,-225,-179,-184,-90,-872
22,28,2,-7,-50,-17,-20,53,11
-17,23,-10,-45,-50,-27,-31,-8,-165
-16,-6,-14,-37,-21,4,-20,4,-106
-29,-5,-11,-55,-111,9,-54,15,-241
19,-18,-17,-23,-77,-47,-37,-10,-210
19,21,-36,-74,-85,-81,-53,-50,-339
-5,13,-30,-34,-56,-36,-41,5,-184
17,-4,-15,-22,-128,-71,-50,-41,-314
13,-11,-20,-48,-82,-39,-58,-31,-276
0,-2,-32,-110,-169,-88,-89,-1,-491
-5,3,2,-25,-93,-63,-39,-11,-231
-13,6,-44,-84,-72,-26,-65,-16,-314
8,14,-26,-24,-53,-40,-25,2,-144
23,7,-8,-22,-92,-64,-66,-35,-257
-38,-6,-25,-66,-56,-10,-23,-5,-229
-76,47,-60,-142,-56,11,-16,5,-287
-53,11,-57,-91,-22,-10,-26,-5,-253
-1,-4,-13,-33,-23,-39,-13,8,-118
-8,-8,-16,-47,-48,-48,-47,-10,-232
-29,-10,-24,-45,-41,-13,-34,0,-196
15,-15,-15,-7,-66,-41,-39,-15,-183
21,-15,-16,-71,-120,-83,-71,-53,-408
0,23,-32,-87,-69,-62,-75,-40,-342
-21,-6,-25,-40,-29,-14,-46,4,-177
-27,-20,-17,-51,-48,-19,-29,-5,-216
2,11,-14,-42,-36,-30,-31,-12,-152
-2,2,-36,-58,-51,-24,-19,-21,-209
-16,20,-16,-53,-99,-25,-66,4,-251
13,16,-1,-38,-103,-50,-49,-21,-233
1,-12,-13,-31,-30,-10,-37,-26,-158
-3,15,-13,-42,-8,-30,-40,9,-112
1,19,-50,-110,-79,-85,-63,-59,-426
-36,-17,1,-39,-46,-9,-37,40,-143
-1,20,-30,-58,-89,-25,-45,-25,-253
-14,8,-18,-25,-38,5,-37,13,-106
22,29,10,-21,-120,-63,-78,-61,-282
-24,-7,-20,-56,-50,-8,-32,-3,-200
0,27,-19,-37,-99,-3,-42,-16,-189
-37,14,-40,-108,-101,-44,-57,-7,-380
28,30,4,-46,-105,-54,-58,-19,-220
-9,-14,-32,-32,-117,-41,-80,-6,-331
11,5,1,-28,-98,-36,-45,-2,-192
16,10,-20,-29,-75,-62,-41,-23,-224
-42,-9,-32,-91,-89,-50,-68,-21,-402
9,-23,-11,-73,-136,-114,-55,-46,-449
-47,-19,-36,-100,-94,-41,-39,-35,-411
-12,12,-28,-53,-54,-46,-49,2,-228
-13,-16,-7,-46,-52,-11,-29,9,-165
28,11,12,-20,-93,-38,-32,13,-119
-17,12,-10,-79,-118,-38,-50,18,-282
-89,68,-145,-270,8,-110,-114,-70,-722
13,1,-42,-81,-125,-104,-93,-49,-480
-36,-9,-32,-121,-176,-44,-77,8,-487
-61,17,-66,-188,-173,-71,-81,-59,-682
2,0,-5,-31,-29,-17,-43,-15,-138
-76,-19,-67,-155,-123,-97,-93,4,-626
-12,34,-9,-54,-38,-28,-34,-27,-168
-8,-6,-17,-45,-56,-36,-25,-1,-194
-2,34,-41,-90,-79,-24,-34,-10,-246
20,13,-1,-43,-122,-53,-69,-21,-276
12,17,-15,-46,-37,-22,-15,-23,-129
4,9,-57,-110,-92,-107,-76,-103,-532
2,20,-33,-65,-62,-63,-42,-50,-293
-5,-18,-25,-11,-64,-55,-55,-21,-254
-1,16,-11,-51,-51,-38,-26,29,-133
-15,-1,-25,-51,-70,-66,-54,41,-241
0,18,-2,-31,-18,-10,5,-1,-39
25,16,-2,-42,-151,-60,-62,4,-272
-29,-9,-25,-57,-46,-25,-33,-17,-241
-4,-7,-45,-60,-159,-56,-86,-27,-444
-36,-6,-47,-84,-45,-32,-45,8,-287
-12,10,-45,-78,-61,-42,-52,-4,-284
-33,11,-71,-129,-103,-50,-83,-10,-468
-3,3,-25,-31,-14,-8,-15,-1,-94
-4,-13,-32,-43,-60,-39,-47,-6,-244
-1,-20,-13,-29,-58,-45,-58,-21,-245
-45,-19,-29,-93,-88,-31,-51,7,-349
-41,-4,-55,-94,-93,-62,-49,-20,-418
-5,12,8,-40,-77,-29,-24,-2,-157
-36,1,-45,-83,-112,-41,-84,-4,-404
-46,-20,-42,-65,-58,-41,-33,-28,-333
-57,28,-43,-105,-87,-59,-72,-31,-426
45,68,4,-22,-70,10,-41,47,41
-70,19,-80,-136,-91,-65,-77,-2,-502
-5,1,-11,-11,-18,40,-7,46,35
-1,-13,-14,-36,-69,-48,-33,-24,-238
-16,2,-21,-40,-19,-22,-13,2,-127
31,32,9,-30,-56,-9,-15,19,-19
44,2,-28,-66,-158,-91,-74,-90,-461
-4,-16,-15,-26,-47,-26,-17,-6,-157
-3,4,-7,-20,-15,-3,-3,15,-32
50,-2,-66,-89,-237,-140,-124,-99,-707
-2,-3,-17,-41,-45,-24,-34,0,-166
18,-2,5,-58,-57,-65,-64,-28,-251
-33,9,-41,-66,-12,-5,-23,24,-147
47,14,-20,-39,-85,-85,-67,-42,-277
-27,-13,-12,-64,-52,-51,-29,-13,-261
-7,21,10,-32,-14,-21,-35,16,-62
-11,13,-21,-32,-28,-1,-33,23,-90
-17,-16,-42,-75,-92,-50,-77,8,-361
-6,-21,-18,-58,-71,-50,-52,-27,-303
-42,-15,-24,-65,-81,-14,-41,9,-273
-4,-20,-26,-60,-80,-43,-48,54,-227
-11,-13,-23,-40,-33,-10,-31,21,-140
53,-9,13,-53,-84,-63,-86,27,-202
-23,-11,-53,-97,-82,-67,-89,-12,-434
-20,6,-44,-100,-45,-18,-43,34,-230
-36,-13,-17,-54,-82,-25,-37,2,-262
1,49,-41,-67,-63,1,-9,56,-73
-47,-39,-44,-103,-102,-53,-58,-17,-463
28,15,-11,-15,-39,-19,-43,-13,-97
-18,-44,-9,-23,-76,-11,-55,14,-222
11,30,-62,-14,-74,-16,-42,51,-116
-20,24,-17,-56,-90,-29,-43,-10,-241
38,8,-19,-9,-45,-11,-5,-19,-62
-13,-12,-25,-28,-32,-15,-41,-19,-185
0,38,-17,-51,-49,-33,-23,-12,-147
30,-12,-14,-45,-204,-118,-77,-7,-447
-10,3,-25,-39,-35,-37,-42,-8,-193
-6,12,-10,-58,-30,-38,-30,-2,-162
4,14,-18,-24,-27,-14,-26,-23,-114
7,7,-33,-34,-60,-24,-48,-14,-199
-1,20,-25,-26,7,-18,-15,30,-28
-1,5,-12,-27,-25,-15,-21,-5,-101
-25,0,-22,-61,-75,-19,-50,-10,-262
-5,25,-14,-81,-21,-41,-54,10,-181
8,-16,-26,-69,-100,-76,-57,-51,-387
-23,12,-24,-62,-41,-39,-38,7,-208
-24,8,-17,-48,-18,-24,-27,-15,-165
-78,25,-86,-191,-102,-70,-112,0,-614
-15,11,-22,-60,-48,-33,-40,-31,-238
-4,2,-25,-40,-56,-35,-28,-38,-224
-28,0,-28,-53,-57,-19,-44,-24,-253
0,-21,-13,-42,-111,-61,-63,-1,-312
-3,11,-29,-44,-49,-19,-35,23,-145
-33,0,-44,-71,-65,-29,-40,-15,-297
11,1,-16,-34,-47,-56,-25,-18,-184
40,-25,-17,-44,-168,-75,-86,-18,-393
-14,-12,-36,-67,-47,-56,-65,-56,-353
-1,12,-9,-18,-37,-28,-12,0,-93
-11,-12,-46,-65,-20,-32,-37,-22,-245
0,-2,-9,-26,-53,-16,-22,-10,-138
-12,22,-23,-42,-79,-17,-48,5,-194
-17,2,-18,-68,-48,-20,-33,28,-174
-30,-14,-62,-66,-83,-40,-56,1,-350
-10,-10,-23,-101,-135,-71,-73,-18,-441
-9,-3,-16,-44,-45,-31,-41,22,-167
-9,-7,-14,-53,-72,-39,-42,-8,-244
0,-3,-23,-68,8,-23,-6,47,-68
-1,4,-17,-36,-74,-61,-56,-28,-269
3,-4,-3,-56,-95,-56,-56,-31,-298
-20,-26,-26,-52,-55,-33,-38,-11,-261
24,-14,-57,-111,-137,-141,-98,-92,-626
16,19,-28,-52,-114,-63,-78,-30,-330
-17,-52,-45,-121,-133,-56,-82,-9,-515
35,-4,-35,-47,-43,-51,-51,8,-188
-20,13,-14,-51,-24,-38,-27,-16,-177
-36,16,-31,-87,-28,-26,-38,-7,-237
-10,-7,-30,-43,-45,-49,-45,-26,-255
21,9,-35,-71,-117,-78,-68,-68,-407
17,5,-17,-40,-66,-59,-34,-35,-229
4,14,-6,-31,-71,-24,-45,-23,-182
-37,12,-42,-108,-85,-42,-47,-34,-383
6,0,-40,-75,-102,-81,-66,-49,-407
-14,13,-32,-64,-51,-40,-51,-30,-269
-19,35,-43,-140,-118,-37,-61,11,-372
-1,17,-16,-49,-34,-46,-31,-40,-200
-11,6,-5,-55,-28,-29,-30,-7,-159
66,65,-21,-26,-88,-45,-54,18,-85
23,48,4,-88,-14,-8,-2,85,48
-20,6,-36,-64,-39,-26,-47,-8,-234
7,-56,-35,-100,-150,-45,-53,-6,-438
1,-13,-27,-23,-93,-58,-67,-37,-317
-16,14,-33,-70,-112,-1,-35,5,-248
67,62,-20,-110,-93,-112,-79,-132,-417
7,14,-13,1,-42,-5,-23,-1,-62
-4,2,-27,-67,-87,-59,-81,-17,-340
-16,-2,-47,-68,-65,-13,-48,-2,-261
38,-1,-9,-1,-91,-54,-49,-28,-195
-3,-1,-18,-54,-80,-74,-54,-40,-324
-27,-8,-33,-74,-67,-32,-38,-10,-289
40,35,-11,23,-60,-46,-14,-46,-79
35,17,-19,-28,-123,-83,-73,-24,-298
-20,-15,-33,-69,-57,-18,-39,-13,-264
24,30,-58,-87,-89,-113,-94,-92,-479
-5,17,-8,-41,-42,-27,-21,11,-116
5,4,-16,-49,-45,-32,-34,-19,-186
-27,16,-15,-57,-39,-9,-31,-5,-167
30,-20,4,-24,-60,-24,-35,-3,-132
-47,-21,-33,-83,-94,-44,-76,-11,-409
-13,27,-9,-66,-57,-45,-33,-13,-209
-39,-28,-27,-97,-179,-74,-77,-4,-525
0,16,-40,-42,-35,-28,-28,-31,-188
-5,-3,-24,-43,-56,-52,-41,-25,-249
14,-19,-23,-53,-92,-71,-46,-30,-320
-48,-10,-60,-132,-102,-61,-85,-13,-511
-21,-20,-24,-28,-53,-17,-12,5,-170
-10,10,-36,-59,-39,-38,-67,-24,-263
-4,23,-31,-43,-7,-13,-10,35,-50
-1,1,-18,-41,-14,-15,-3,31,-60
-47,-5,-36,-113,-82,-48,-52,-6,-389
12,8,-24,-48,-38,-40,-49,-11,-190
3,1,-55,-120,-126,-92,-114,-22,-525
-65,-33,-52,-153,-125,-66,-64,-55,-613
-27,10,-23,-68,-43,-13,-32,-18,-214
-16,2,-24,-89,-69,-20,-42,-26,-284
-60,-2,-75,-120,-52,-51,-79,-35,-474
-2,-27,-37,-60,-79,-26,-86,-4,-321
21,22,-5,-104,-112,-70,-21,26,-243
-9,-4,-20,-38,-32,-38,-30,-21,-192
-20,-7,-14,-54,-17,-30,-38,-30,-210
140,116,40,14,-113,-60,-96,65,106
5,23,-21,-74,-33,-56,-32,-64,-252
-22,-4,-42,-52,-43,-23,-57,-3,-246
-22,26,-46,-97,-73,-34,-67,-39,-352
16,8,-11,-68,-126,-56,-53,-39,-329
-39,10,-48,-114,-83,-19,-46,-7,-346
26,3,-20,-77,-156,-100,-66,-34,-424
-2,15,-21,-50,-45,-29,-26,-10,-168
-21,13,-15,-64,-47,-30,-34,8,-190
-33,-34,-20,-55,-69,-29,-27,10,-257
38,6,-17,-42,-191,-44,-99,-14,-363
1,-6,-19,-33,-21,-27,-26,0,-131
-85,-21,-90,-188,-115,-48,-87,-34,-668
-5,3,-12,-72,-67,-69,-45,-12,-279
-4,-6,-28,-21,-37,-10,-20,-6,-132
-19,14,-14,-63,-63,-38,-46,-4,-233
-31,-21,-26,-41,-120,-55,-93,-19,-406
-52,-8,-52,-101,-45,-54,-71,-51,-434
-3,7,-12,-28,-34,-16,-22,21,-87
-21,16,-45,-60,-41,-37,-67,-44,-299
17,20,7,-51,-47,-28,-45,-16,-143
-40,34,-43,-89,-64,-27,-60,-1,-290
-17,7,-22,-27,-21,8,-15,14,-73
-19,2,-5,-41,-36,-31,-13,10,-133
-47,-51,-19,-116,-135,-61,-98,52,-475
-18,-9,-7,-47,-37,-18,-31,21,-146
-13,-1,-7,-41,-40,-25,-32,-22,-181
-19,-8,-5,-42,-34,-9,-30,-2,-149
32,17,5,14,-12,-3,-23,10,40
17,2,-15,-5,-67,-52,-40,-19,-179
19,27,-69,-64,-83,-105,-82,-99,-456
3,23,-32,-35,-37,-34,-58,-45,-215
-27,1,-28,-85,-47,-38,-57,-30,-311
2,-3,-36,-41,-76,-52,-46,-21,-273
-48,29,-77,-164,-126,-35,-61,-33,-515
23,0,3,-13,-107,-19,-47,42,-118
-41,-32,-38,-94,-86,-89,-98,-26,-504
2,8,-16,-21,-60,-53,-23,-16,-179
-34,6,-46,-105,-21,-53,-33,-38,-324
23,13,-16,-22,-105,-64,-44,-39,-254
44,26,37,1,-37,-6,-38,30,57
-23,3,-28,-60,-34,-16,-49,-41,-248
-13,-1,-18,-44,-44,-38,-41,-6,-205
-3,-24,-23,-36,-77,-47,-53,-11,-274
-49,32,-105,-124,-75,-53,-88,-40,-502
-9,-3,-34,-55,-91,-55,-47,-43,-337
-47,-4,-51,-78,-74,-62,-79,-15,-410
-85,-33,-91,-205,-147,-49,-108,59,-659
-36,12,-35,-59,-11,3,-51,-15,-192
-4,-7,-24,-61,-102,-83,-58,-24,-363
-8,3,-26,-53,-56,-26,-34,-11,-211
-1,-2,-21,-23,-60,-27,-33,-17,-184
9,6,-11,-57,-107,-72,-67,-28,-327
16,7,-24,-27,-85,-67,-41,-39,-260
-67,36,-42,-181,-130,-45,-54,11,-472
-39,-52,-27,-86,-75,-17,-66,-3,-365
19,-11,21,-33,-95,-21,-74,36,-158
8,11,13,9,-9,-6,-20,-4,2
-4,5,-30,-88,-104,-83,-53,-36,-393
-10,-21,-12,-31,-87,-48,-47,-28,-284
7,5,-28,-34,-95,-82,-47,-45,-319
-9,19,-15,-50,-20,-9,-21,-3,-108
-33,5,-32,-59,-67,-49,-60,-16,-311
12,-35,-44,-45,-91,-35,-52,-10,-300
-20,-8,-34,-98,-127,-53,-52,3,-389
8,-7,4,-46,-54,-57,-33,5,-180
-25,-19,-41,-61,-48,-23,-51,-12,-280
-2,4,-9,-38,-71,-45,-23,-21,-205
15,-6,1,-22,18,12,-9,21,30
-13,-15,-47,-137,-50,-40,-78,12,-368
-7,-10,-21,-46,-48,-15,-53,16,-184
-11,6,-45,-87,-115,-52,-78,-14,-396
-47,0,-66,-110,-69,-58,-65,-50,-465
-17,-11,-24,-62,-53,-36,-64,-47,-314
6,21,-28,-56,-69,-9,-44,11,-168
-20,14,-19,-61,-26,-37,-21,-22,-192
26,2,-16,-67,-178,-123,-101,-58,-515
11,21,-29,-62,-99,-76,-54,-17,-305
-3,-7,-12,-29,12,-8,-20,-2,-69
74,-19,-3,-103,-141,-130,-121,8,-435
-39,-50,-63,-104,-171,-97,-205,-7,-736
58,-18,-8,-35,-121,-110,-70,-28,-332
-33,-27,-39,-95,-128,-84,-90,10,-486
-35,-21,-23,-79,-70,-44,-55,13,-314
-19,-80,7,-101,-176,-100,-106,37,-538
-7,5,-21,-93,-75,-71,-65,-45,-372
-43,-41,-24,-60,-74,-54,-62,-15,-373
-31,-2,-16,-50,-26,-8,-14,19,-128
-40,-19,-32,-67,-74,-36,-48,0,-316
-22,8,-23,-73,-32,-38,-32,-21,-233
-2,9,-35,-47,-39,-28,-34,-13,-189
2,-28,-54,-79,-144,-91,-70,-43,-507
6,11,-15,-35,-54,-54,-39,-36,-216
-7,38,-51,-68,-48,-42,-72,-26,-276
-42,-11,-33,-70,-59,-30,-46,22,-269
-32,-12,-9,-104,-150,-58,-90,-35,-490
22,17,-10,-29,-94,-69,-56,-43,-262
-11,13,-31,-44,-27,-16,-37,-13,-166
-18,3,-27,-53,-36,-39,-46,-12,-228
-8,15,-10,-29,-46,-2,-36,5,-111
-55,-38,-77,-136,-84,-96,-72,-44,-602
3,13,-22,-62,-75,-54,-53,-39,-289
60,86,7,-46,-74,-29,-52,78,30
-29,-15,-38,-89,-43,-50,-50,-14,-328
-23,23,-41,-100,-81,-77,-51,-18,-368
7,9,-20,-58,-83,-51,-70,-3,-269
-31,-39,-31,-76,-102,-63,-60,2,-400
-9,-15,-8,-15,-46,-10,-34,13,-124
22,-6,-13,-26,-138,-62,-54,-26,-303
0,6,1,-18,-98,-10,-52,20,-151
5,19,-17,-58,-6,-29,-22,10,-98
-6,-7,-25,-31,-43,-23,-23,-10,-168
-44,-14,-42,-91,-81,-49,-82,-29,-432
8,14,-19,-30,-33,-52,-48,-47,-207
-9,-13,-33,-53,-75,-53,-68,-54,-358
-43,4,-63,-101,-104,-52,-69,-34,-462
7,-4,-26,-83,-107,-84,-78,-1,-376
-21,2,-39,-65,-46,-26,-43,-7,-245
-17,-13,-10,-43,-47,-27,-25,14,-168
-1,4,-16,-32,-31,-26,-11,-8,-121
33,-1,-9,-16,-108,-94,-61,-42,-298
-12,-52,-13,-79,-121,-101,-84,34,-428
45,2,44,28,-5,8,-34,48,136
-41,-48,-42,-83,-86,-26,-63,10,-379
21,-34,5,-64,-132,-60,-97,-15,-376
3,15,-48,-54,-46,-38,-63,-32,-263
-14,-16,-25,-59,-146,-30,-57,-25,-372
-5,-8,-18,-22,-36,-19,-19,3,-124
-25,-28,-31,-63,-87,-59,-59,-29,-381
-5,15,-7,-25,-62,-40,-36,-8,-168
-7,3,-12,-75,-71,-54,-39,2,-253
2,-1,-33,-76,-94,-94,-62,-60,-418
26,-1,-23,-19,-68,-66,-21,-50,-222
-11,21,-14,-54,-22,-19,-24,1,-122
-14,-22,-15,-54,-54,-51,-36,-14,-260
-40,18,-67,-119,-71,-13,-53,25,-320
-13,5,-26,-88,-109,-105,-83,-39,-458
4,11,-22,-25,-25,-25,-19,-24,-125
0,27,-27,-51,-91,-79,-54,-33,-308
12,-7,-6,-21,-79,-70,-39,-8,-218
-20,-55,-50,-82,-150,-106,-94,-40,-597
-7,13,-17,-50,-51,-39,-43,-22,-216
15,-4,-9,-20,-59,-43,-44,-32,-196
15,12,-20,-43,-36,-34,-25,3,-128
-16,-3,-52,-132,-110,-101,-64,-77,-555
-4,28,-12,-108,-79,-66,-44,-66,-351
13,13,-14,-50,-63,-26,-51,-8,-186
-14,6,-43,-107,-117,-47,-51,-27,-400
-30,-18,-39,-81,-35,-36,-52,-3,-294
16,-20,-6,-12,-53,-31,-28,-6,-140
-51,-18,-33,-98,-126,-68,-83,-36,-513
-15,-6,-27,-64,-52,-40,-38,-15,-257
-10,-4,-31,-47,-67,-45,-43,0,-247
-1,25,-16,-63,-39,-30,-25,19,-130
-15,-22,-27,-82,-72,-20,-39,3,-274
2,27,-29,-66,-23,-49,-30,-39,-207
-1,13,-20,-29,-11,-13,-12,15,-58
14,1,-13,-40,-115,-87,-67,-17,-324
3,20,-26,-50,-48,-51,-33,-42,-227
-14,5,-3,-51,-111,-36,-45,-13,-268
-39,-23,-57,-57,-32,-18,-57,11,-272
-18,-18,-17,-110,-138,-114,-101,-42,-558
-4,9,3,-49,-18,-25,-27,-8,-119
-4,19,-24,-51,-129,-59,-96,19,-325
-14,31,-44,-107,-69,-43,-42,-34,-322
-49,7,-89,-134,-133,-65,-112,31,-544
-11,21,-12,-60,-20,-12,-37,41,-90
-30,2,-37,-110,-160,-79,-99,-16,-529
-46,39,-72,-144,-78,-13,-11,19,-306
-19,0,-30,-72,-65,-56,-54,-32,-328
9,44,-7,-48,-41,-17,-22,13,-69
-21,-4,-29,-37,-43,-31,-37,-8,-210
-25,-20,-22,-54,-100,-41,-61,1,-322
4,18,-1,-50,-19,-22,-41,3,-108
24,14,-24,-93,-147,-136,-102,-61,-525
-30,-9,-35,-41,-29,-28,-48,0,-220
-3,20,-16,-72,-109,-68,-78,6,-320
8,7,-39,-103,-166,-62,-89,-20,-464
-24,9,-23,-63,-85,-49,-57,4,-288
-12,15,-34,-76,-59,-38,-44,-2,-250
-38,6,-36,-91,-70,-9,-25,31,-232
-1,-15,-42,-76,-98,-63,-84,-48,-427
13,1,-53,-148,-220,-171,-162,-42,-782
-11,11,-20,-48,-43,-38,-20,-11,-180
60,40,-18,-118,-176,-152,-90,-101,-555
-11,9,-36,-61,-41,-48,-36,-25,-249
-27,-17,-37,-51,-45,-3,-41,-10,-231
-17,12,-11,-50,-54,-36,-48,12,-192
2,-17,-33,-66,-96,-45,-54,-16,-325
-17,-4,-10,-109,-136,-85,-54,-1,-416
-10,-24,-4,-10,-48,8,-22,20,-90
47,27,29,3,-50,-7,-34,53,68
69,15,12,-27,-112,-59,-72,-4,-178
-8,6,-8,-46,-92,-57,-51,5,-251
-8,20,-29,-74,-57,-38,-41,-9,-236
-34,36,-29,-85,-81,-56,-54,-1,-304
63,39,-9,-49,-76,-98,-47,-53,-230
-3,36,-7,-48,-74,-12,-53,22,-139
13,8,-7,-34,-39,-40,-29,-39,-167
-40,-22,-29,-31,-56,-12,-40,3,-227
-38,-3,-49,-80,-59,-35,-47,-8,-319
-33,-13,-50,-56,-46,-11,-40,-3,-252
8,9,-35,-45,-84,-39,-67,-34,-287
18,22,3,-32,-27,-22,-10,10,-38
-23,24,-24,-69,-9,-14,-29,-14,-158
-37,-4,-22,-70,-29,-29,-35,2,-224
14,-1,-26,-33,-66,-32,-35,21,-158
11,3,-12,-43,-138,-40,-78,-75,-372
-40,-7,-59,-179,-113,-105,-143,3,-643
-33,1,-46,-97,-34,-42,-47,-23,-321
39,-20,-10,-71,-220,-148,-93,-112,-635
6,-1,0,-10,-24,-4,-18,-4,-55
-10,5,-14,-43,-35,-21,-17,4,-131
-9,12,-12,-75,-54,-56,-36,-9,-239
-12,-9,-19,-59,-72,-67,-40,-24,-302
19,3,3,21,-40,-10,-12,15,-1
-7,-3,-3,-25,-128,-68,-67,-35,-336
55,32,-30,-54,-95,-107,-86,-81,-366
